doctor_id,name,clinic_id,appointment_duration_in_minutes
D000001485,Dr. Nicole Chen,432,20
D000001486,Dr. Sarah Lee,432,15
D000001487,Dr. Jun Teo,433,15
D000001488,Dr. Mary Wong,433,20
D000001489,Dr. Linda Goh,433,15
D000001490,Dr. Tan Chen,433,15
D000001491,Dr. Chen Lee,434,15
D000001492,Dr. Andrew Chua,434,15
D000001493,Dr. Nicole Yeo,434,15
D000001494,Dr. Robert Tan,434,15
D000001495,Dr. Xin Ong,435,20
D000001496,Dr. Lim Ong,435,15
D000001497,Dr. Michelle Soh,435,15
D000001498,Dr. Wei Chng,435,15
D000001499,Dr. Kumar Sim,435,15
D000001500,Dr. Linda Nair,436,15
D000001501,Dr. Ong Soh,436,15
D000001502,Dr. Goh Tay,436,15
D000001503,Dr. Emily Rahman,436,15
D000001504,Dr. Lim Teo,436,20
D000001505,Dr. David Ng,437,20
D000001506,Dr. Hui Ho,437,20
D000001507,Dr. Hui Lee,437,15
D000001508,Dr. Steven Chua,437,15
D000001509,Dr. Li Tay,437,15
D000001510,Dr. Rui Yap,438,15
D000001511,Dr. Li Ang,438,15
D000001512,Dr. Yan Lim,439,20
D000001513,Dr. Yan Tan,439,15
D000001514,Dr. Nicole Kumar,440,15
D000001515,Dr. Wong Goh,440,15
D000001516,Dr. Rachel Tay,441,15
D000001517,Dr. Ng Ng,441,15
D000001518,Dr. Benjamin Chng,441,20
D000001519,Dr. Ming Ong,441,15
D000001520,Dr. Emily Ng,441,15
D000001521,Dr. Lim Singh,442,15
D000001522,Dr. Kumar Chen,442,15
D000001523,Dr. Xin Tay,442,15
D000001524,Dr. Andrew Lee,443,20
D000001525,Dr. Rachel Lee,443,15
D000001526,Dr. Priya Lee,443,15
D000001527,Dr. Rachel Singh,444,15
D000001528,Dr. Chen Krishnan,444,20
D000001529,Dr. Hui Ong,444,15
D000001530,Dr. Daniel Lee,444,15
D000001531,Dr. Mary Yap,444,30
D000001532,Dr. Lim Teo,445,20
D000001533,Dr. David Chua,445,15
D000001534,Dr. Sarah Ang,445,15
D000001535,Dr. Rajesh Low,446,20
D000001536,Dr. Michael Kumar,446,15
D000001537,Dr. Lee Goh,447,15
D000001538,Dr. Mary Sim,447,15
D000001539,Dr. Grace Ang,447,20
D000001540,Dr. Andrew Rahman,447,15
D000001541,Dr. Sarah Yap,448,15
D000001542,Dr. Yan Hassan,448,15
D000001543,Dr. Goh Nair,448,15
D000001544,Dr. Chen Tay,448,15
D000001545,Dr. Benjamin Soh,448,15
D000001546,Dr. Chen Chong,449,15
D000001547,Dr. Lim Ng,449,20
D000001548,Dr. John Kumar,450,15
D000001549,Dr. Jing Chng,450,15
D000001550,Dr. Amanda Chong,450,20
D000001551,Dr. Andrew Krishnan,451,30
D000001552,Dr. Grace Lim,451,30
D000001553,Dr. John Low,451,15
D000001554,Dr. Emily Ng,451,15
D000001555,Dr. David Soh,452,30
D000001556,Dr. Jun Yap,452,30
D000001557,Dr. Lee Sim,453,20
D000001558,Dr. Yan Lee,453,20
D000001559,Dr. Mary Ang,453,15
D000001560,Dr. Jessica Rahman,453,15
D000001561,Dr. Sarah Goh,454,15
D000001562,Dr. Lee Wong,454,15
D000001563,Dr. Xin Ong,454,15
D000001564,Dr. Kevin Teo,454,20
D000001565,Dr. Andrew Koh,454,15
D000001566,Dr. Hui Nair,455,15
D000001567,Dr. David Singh,455,15
D000001568,Dr. Sarah Ali,456,20
D000001569,Dr. Jun Soh,456,15
D000001570,Dr. John Ho,456,15
D000001571,Dr. Goh Ng,456,30
D000001572,Dr. Jun Chng,457,15
D000001573,Dr. Jun Chng,457,15
D000001574,Dr. Xin Hassan,457,15
D000001575,Dr. Lee Chen,457,15
D000001576,Dr. Ong Ang,458,20
D000001577,Dr. Steven Chng,458,15
D000001578,Dr. David Koh,459,15
D000001579,Dr. Sarah Ang,459,20
D000001580,Dr. Teo Yeo,460,15
D000001581,Dr. Jing Wong,460,15
D000001582,Dr. Rajesh Sim,461,15
D000001583,Dr. Rachel Sim,461,20
D000001584,Dr. Mary Ho,462,30
D000001585,Dr. Jessica Singh,462,15
D000001586,Dr. Amanda Koh,462,15
D000001587,Dr. Ming Tay,462,15
D000001588,Dr. Ming Yeo,462,15
D000001589,Dr. Nicole Tan,463,15
D000001590,Dr. Wong Lee,463,15
D000001591,Dr. Goh Ong,463,20
D000001592,Dr. Chen Soh,464,15
D000001593,Dr. James Ho,464,15
D000001594,Dr. Hui Nair,464,20
D000001595,Dr. Jing Chng,464,15
D000001596,Dr. Sarah Ang,465,15
D000001597,Dr. Jennifer Tay,465,15
D000001598,Dr. Andrew Tan,465,15
D000001599,Dr. Ng Teo,465,15
D000001600,Dr. Mary Chen,466,15
D000001601,Dr. Lim Lee,466,15
D000001602,Dr. Jessica Rahman,466,15
D000001603,Dr. Kevin Chen,467,20
D000001604,Dr. Teo Low,467,30
D000001605,Dr. Michelle Yeo,467,20
D000001606,Dr. Jessica Lim,467,15
D000001607,Dr. Benjamin Goh,467,15
D000001608,Dr. Chen Chua,468,30
D000001609,Dr. James Chua,468,20
D000001610,Dr. Yan Ng,468,30
D000001611,Dr. Ng Tan,468,15
D000001612,Dr. Michael Krishnan,469,30
D000001613,Dr. Nicole Teo,469,15
D000001614,Dr. Wei Teo,469,15
D000001615,Dr. Lim Rahman,469,15
D000001616,Dr. Steven Chng,469,15
D000001617,Dr. Rachel Chua,470,20
D000001618,Dr. Amanda Soh,470,20
D000001619,Dr. Goh Krishnan,470,15
D000001620,Dr. John Chen,471,15
D000001621,Dr. Rajesh Rahman,471,20
D000001622,Dr. Hui Hassan,471,15
D000001623,Dr. Ong Sim,471,15
D000001624,Dr. Xin Tay,472,15
D000001625,Dr. Robert Singh,472,15
D000001626,Dr. James Low,472,15
D000001627,Dr. Michael Soh,473,15
D000001628,Dr. Robert Ali,473,15
D000001629,Dr. Grace Hassan,473,15
D000001630,Dr. John Krishnan,473,30
D000001631,Dr. Robert Yeo,473,20
D000001632,Dr. Yan Kumar,474,15
D000001633,Dr. Lee Low,474,15
D000001634,Dr. Rajesh Soh,475,15
D000001635,Dr. Goh Low,475,30
D000001636,Dr. Rajesh Ali,475,15
D000001637,Dr. Jun Hassan,476,30
D000001638,Dr. James Rahman,476,15
D000001639,Dr. Marcus Chen,476,15
D000001640,Dr. Ming Ang,477,15
D000001641,Dr. Ng Ali,477,15
D000001642,Dr. Priya Chua,478,15
D000001643,Dr. Nicole Tay,478,15
D000001644,Dr. Wong Soh,479,30
D000001645,Dr. Lim Chua,479,20
D000001646,Dr. Nicole Low,479,20
D000001647,Dr. Andrew Ng,479,15
D000001648,Dr. Teo Goh,479,15
D000001649,Dr. Yan Nair,480,15
D000001650,Dr. James Tan,480,15
D000001651,Dr. Wei Wong,480,20
D000001652,Dr. Ming Ang,480,30
D000001653,Dr. Michelle Soh,481,15
D000001654,Dr. Priya Lee,481,15
D000001655,Dr. Rui Kumar,482,15
D000001656,Dr. Linda Ang,482,15
D000001657,Dr. Amanda Lim,483,15
D000001658,Dr. Mary Yeo,483,15
D000001659,Dr. Kumar Tan,483,15
D000001660,Dr. Teo Singh,484,20
D000001661,Dr. Amanda Ong,484,15
D000001662,Dr. Kumar Ho,484,15
D000001663,Dr. Jun Chng,484,15
D000001664,Dr. Wong Hassan,485,15
D000001665,Dr. Lee Nair,485,30
D000001666,Dr. Grace Ng,486,15
D000001667,Dr. Robert Tan,486,20
D000001668,Dr. Hui Sim,486,15
D000001669,Dr. Ming Rahman,486,20
D000001670,Dr. James Chua,487,20
D000001671,Dr. Sarah Chong,487,15
D000001672,Dr. Ming Low,487,30
D000001673,Dr. Rachel Goh,487,15
D000001674,Dr. Wong Lim,488,15
D000001675,Dr. Mary Ho,488,15
D000001676,Dr. Nicole Ho,488,15
D000001677,Dr. Priya Chen,488,15
D000001678,Dr. Mary Chng,489,15
D000001679,Dr. Robert Tan,489,20
D000001680,Dr. Jing Ong,489,30
D000001681,Dr. John Lee,489,15
D000001682,Dr. Wei Hassan,490,15
D000001683,Dr. Jessica Yeo,490,15
D000001684,Dr. James Hassan,490,15
D000001685,Dr. Hui Hassan,491,15
D000001686,Dr. Priya Singh,491,15
D000001687,Dr. Tan Yap,492,30
D000001688,Dr. Ong Lee,492,15
D000001689,Dr. Linda Soh,492,30
D000001690,Dr. Grace Singh,493,15
D000001691,Dr. Rajesh Krishnan,493,15
D000001692,Dr. Ng Nair,493,15
D000001693,Dr. Chen Tan,494,30
D000001694,Dr. Lim Hassan,494,15
D000001695,Dr. Hui Chong,494,15
D000001696,Dr. Yan Chua,495,15
D000001697,Dr. Robert Chng,495,20
D000001698,Dr. John Koh,495,20
D000001699,Dr. Jing Soh,496,30
D000001700,Dr. Chen Goh,496,30
D000001701,Dr. Daniel Singh,497,15
D000001702,Dr. Grace Singh,497,15
D000001703,Dr. Teo Chong,497,15
D000001704,Dr. Lee Yeo,498,15
D000001705,Dr. Grace Yeo,498,15
D000001706,Dr. Mary Low,498,20
D000001707,Dr. Lee Yeo,499,20
D000001708,Dr. Andrew Hassan,499,15
D000001709,Dr. Nicole Wong,499,30
D000001710,Dr. Amanda Kumar,500,30
D000001711,Dr. Steven Ng,500,15
D000001712,Dr. Yan Low,500,15
D000001713,Dr. Benjamin Rahman,500,15
D000001714,Dr. Daniel Wong,500,15
D000001715,Dr. Sarah Yeo,501,15
D000001716,Dr. Ong Ng,501,15
D000001717,Dr. Teo Tan,501,15
D000001718,Dr. Benjamin Ng,501,15
D000001719,Dr. Daniel Lim,501,15
D000001720,Dr. Priya Tay,502,15
D000001721,Dr. Jessica Low,502,15
D000001722,Dr. Grace Kumar,502,20
D000001723,Dr. Xin Koh,503,15
D000001724,Dr. Rajesh Tan,503,15
D000001725,Dr. Chen Ong,504,15
D000001726,Dr. Li Chen,504,15
D000001727,Dr. Michelle Sim,504,15
D000001728,Dr. Amanda Tay,504,15
D000001729,Dr. Kumar Ali,505,30
D000001730,Dr. Nicole Chua,505,30
D000001731,Dr. Rui Nair,505,15
D000001732,Dr. James Yap,505,30
D000001733,Dr. Sarah Chua,505,15
D000001734,Dr. Rajesh Ong,506,15
D000001735,Dr. Linda Tay,506,20
D000001736,Dr. Jing Chua,506,15
D000001737,Dr. Goh Chong,506,20
D000001738,Dr. James Ng,507,15
D000001739,Dr. Linda Kumar,507,15
D000001740,Dr. Kevin Kumar,507,15
D000001741,Dr. Wong Wong,507,15
D000001742,Dr. Ng Low,507,15
D000001743,Dr. Ong Chua,508,15
D000001744,Dr. Marcus Chen,508,20
D000001745,Dr. Jun Chng,509,20
D000001746,Dr. Mary Tay,509,15
D000001747,Dr. Jessica Teo,509,15
D000001748,Dr. Li Tay,509,15
D000001749,Dr. Tan Sim,509,15
D000001750,Dr. Sarah Krishnan,510,15
D000001751,Dr. Jun Ho,510,15
D000001752,Dr. Goh Chng,510,20
D000001753,Dr. Lee Krishnan,510,15
D000001754,Dr. Daniel Krishnan,510,30
D000001755,Dr. Goh Soh,511,15
D000001756,Dr. Jun Chng,511,15
D000001757,Dr. Xin Teo,511,20
D000001758,Dr. Lim Yap,511,15
D000001759,Dr. Ong Rahman,511,20
D000001760,Dr. Ng Ali,512,30
D000001761,Dr. Sarah Chng,512,15
D000001762,Dr. Ng Ang,512,20
D000001763,Dr. Kumar Nair,512,15
D000001764,Dr. Tan Sim,512,15
D000001765,Dr. Hui Chen,513,15
D000001766,Dr. Rui Lim,513,15
D000001767,Dr. Benjamin Chen,513,15
D000001768,Dr. Marcus Ho,513,30
D000001769,Dr. Benjamin Ali,513,15
D000001770,Dr. Grace Chua,514,30
D000001771,Dr. Lim Lim,514,15
D000001772,Dr. Emily Teo,515,15
D000001773,Dr. Nicole Chua,515,20
D000001774,Dr. Kumar Chen,515,15
D000001775,Dr. Grace Koh,515,15
D000001776,Dr. David Ng,515,15
D000001777,Dr. Michelle Lim,516,15
D000001778,Dr. Michelle Yap,516,15
D000001779,Dr. Jennifer Chen,516,15
D000001780,Dr. Kevin Low,517,20
D000001781,Dr. Chen Singh,517,15
D000001782,Dr. Grace Chua,517,15
D000001783,Dr. Kevin Sim,518,15
D000001784,Dr. Marcus Lee,518,15
D000001785,Dr. Michelle Soh,518,20
D000001786,Dr. Li Lim,519,15
D000001787,Dr. Tan Krishnan,519,15
D000001788,Dr. Wong Lee,519,15
D000001789,Dr. David Ali,519,15
D000001790,Dr. Ng Chng,520,30
D000001791,Dr. Jun Tay,520,15
D000001792,Dr. Wei Goh,520,15
D000001793,Dr. Ng Ng,520,15
D000001794,Dr. Jun Chua,521,15
D000001795,Dr. Jun Koh,521,30
D000001796,Dr. Emily Chen,522,15
D000001797,Dr. Kumar Chong,522,15
D000001798,Dr. Michael Wong,522,15
D000001799,Dr. Emily Tan,522,20
D000001800,Dr. Goh Tan,523,15
D000001801,Dr. Kevin Wong,523,15
D000001802,Dr. Ming Chen,523,15
D000001803,Dr. Rachel Ong,523,15
D000001804,Dr. Mary Lee,524,15
D000001805,Dr. Steven Koh,524,15
D000001806,Dr. Kumar Lim,524,20
D000001807,Dr. Kevin Ali,525,20
D000001808,Dr. John Ang,525,15
D000001809,Dr. Li Soh,526,15
D000001810,Dr. Marcus Tan,526,15
D000001811,Dr. Jun Goh,526,15
D000001812,Dr. Jing Chong,526,20
D000001813,Dr. Amanda Koh,526,20
D000001814,Dr. James Tay,527,20
D000001815,Dr. Kumar Nair,527,15
D000001816,Dr. Michael Singh,528,15
D000001817,Dr. Grace Ong,528,15
D000001818,Dr. Wei Hassan,528,15
D000001819,Dr. Ng Chua,528,15
D000001820,Dr. Sarah Ho,529,15
D000001821,Dr. Kumar Kumar,529,15
D000001822,Dr. Mary Tan,529,15
D000001823,Dr. Lee Ong,529,15
D000001824,Dr. Goh Ng,530,20
D000001825,Dr. Grace Koh,530,15
D000001826,Dr. Yan Goh,530,15
D000001827,Dr. Jun Yap,531,15
D000001828,Dr. John Soh,531,15
D000001829,Dr. Kumar Koh,532,15
D000001830,Dr. Jun Hassan,532,15
D000001831,Dr. Kevin Ng,532,15
D000001832,Dr. David Singh,532,20
D000001833,Dr. Michael Nair,533,20
D000001834,Dr. Ming Ang,533,20
D000001835,Dr. Xin Goh,533,15
D000001836,Dr. Hui Lim,534,20
D000001837,Dr. Grace Rahman,534,15
D000001838,Dr. Kevin Rahman,534,15
D000001839,Dr. Jennifer Sim,534,15
D000001840,Dr. Kumar Chong,534,15
D000001841,Dr. Marcus Ali,535,15
D000001842,Dr. Daniel Ng,535,20
D000001843,Dr. Marcus Rahman,536,15
D000001844,Dr. Wei Lee,536,15
D000001845,Dr. Steven Krishnan,536,20
D000001846,Dr. Emily Hassan,537,15
D000001847,Dr. Rui Wong,537,15
D000001848,Dr. Ong Kumar,537,15
D000001849,Dr. Rachel Lee,538,15
D000001850,Dr. James Ho,538,15
D000001851,Dr. James Ong,538,30
D000001852,Dr. Teo Chua,538,15
D000001853,Dr. Wong Ali,539,20
D000001854,Dr. Rajesh Tan,539,20
D000001855,Dr. Ng Sim,539,15
D000001856,Dr. Grace Koh,539,30
D000001857,Dr. Ming Wong,540,15
D000001858,Dr. Li Wong,540,15
D000001859,Dr. Kumar Nair,541,15
D000001860,Dr. Teo Lim,541,15
D000001861,Dr. Jing Chong,541,30
D000001862,Dr. Kevin Chen,542,15
D000001863,Dr. Li Lim,542,20
D000001864,Dr. Emily Hassan,542,30
D000001865,Dr. Lim Teo,542,20
D000001866,Dr. Wei Nair,543,15
D000001867,Dr. Linda Singh,543,30
D000001868,Dr. John Chua,543,15
D000001869,Dr. Ong Ng,544,15
D000001870,Dr. Kevin Singh,544,15
D000001871,Dr. Robert Tan,544,15
D000001872,Dr. Daniel Low,544,15
D000001873,Dr. Lim Ali,544,15
D000001874,Dr. James Ang,545,15
D000001875,Dr. Emily Ho,545,20
D000001876,Dr. Robert Chong,545,15
D000001877,Dr. Goh Singh,546,20
D000001878,Dr. Priya Rahman,546,15
D000001879,Dr. Marcus Ng,546,15
D000001880,Dr. Wei Low,547,15
D000001881,Dr. Rajesh Sim,547,20
D000001882,Dr. Michael Chen,547,15
D000001883,Dr. Steven Tan,547,20
D000001884,Dr. Hui Yap,548,15
D000001885,Dr. Mary Kumar,548,20
D000001886,Dr. Amanda Sim,548,20
D000001887,Dr. Linda Sim,549,15
D000001888,Dr. Teo Nair,549,15
D000001889,Dr. James Kumar,549,15
D000001890,Dr. Kumar Ong,550,15
D000001891,Dr. David Wong,550,20
D000001892,Dr. Teo Rahman,551,20
D000001893,Dr. Jing Lim,551,15
D000001894,Dr. Marcus Tan,551,15
D000001895,Dr. Benjamin Ali,552,15
D000001896,Dr. Jessica Low,552,15
D000001897,Dr. Li Lim,552,15
D000001898,Dr. Chen Lee,552,20
D000001899,Dr. Benjamin Tan,552,15
D000001900,Dr. Michelle Chua,553,20
D000001901,Dr. Tan Ho,553,15
D000001902,Dr. Rajesh Soh,553,15
D000001903,Dr. Rajesh Nair,554,15
D000001904,Dr. Xin Yeo,554,15
D000001905,Dr. John Teo,554,20
D000001906,Dr. Kevin Tay,554,15
D000001907,Dr. Rui Lim,555,15
D000001908,Dr. Mary Singh,555,20
D000001909,Dr. Wong Ong,555,15
D000001910,Dr. Nicole Ali,556,15
D000001911,Dr. Priya Singh,556,30
D000001912,Dr. Teo Tan,557,15
D000001913,Dr. Goh Krishnan,557,30
D000001914,Dr. Benjamin Ho,557,15
D000001915,Dr. Tan Koh,557,30
D000001916,Dr. Andrew Teo,558,15
D000001917,Dr. Jessica Hassan,558,15
D000001918,Dr. Benjamin Chong,558,15
D000001919,Dr. Andrew Soh,558,15
D000001920,Dr. Goh Teo,559,15
D000001921,Dr. Jun Rahman,559,15
D000001922,Dr. Wong Yap,559,15
D000001923,Dr. Linda Ho,560,15
D000001924,Dr. Jessica Tan,560,20
D000001925,Dr. Ming Rahman,560,15
D000001926,Dr. Jessica Krishnan,560,15
D000001927,Dr. Lim Ho,560,20
D000001928,Dr. Wong Yap,561,15
D000001929,Dr. Michael Nair,561,15
D000001930,Dr. Yan Krishnan,562,20
D000001931,Dr. Jennifer Hassan,562,15
D000001932,Dr. Lim Singh,563,15
D000001933,Dr. Michelle Kumar,563,20
D000001934,Dr. Wong Sim,563,15
D000001935,Dr. Tan Soh,564,20
D000001936,Dr. Jessica Rahman,564,15
D000001937,Dr. Teo Wong,564,20
D000001938,Dr. Lim Tan,564,15
D000001939,Dr. Priya Hassan,565,15
D000001940,Dr. Jun Ho,565,30
D000001941,Dr. Wong Low,565,15
D000001942,Dr. Rajesh Tay,565,15
D000001943,Dr. Kevin Lim,566,15
D000001944,Dr. Tan Yap,566,20
D000001945,Dr. Benjamin Tan,566,30
D000001946,Dr. Ng Hassan,567,20
D000001947,Dr. Yan Ali,567,30
D000001948,Dr. Jing Chua,568,15
D000001949,Dr. Sarah Chng,568,20
D000001950,Dr. Ong Nair,568,20
D000001951,Dr. Emily Low,568,15
D000001952,Dr. Sarah Tay,569,15
D000001953,Dr. James Singh,569,20
D000001954,Dr. Sarah Lim,569,15
D000001955,Dr. Jessica Yeo,569,30
D000001956,Dr. Steven Chua,569,15
D000001957,Dr. Rachel Yeo,570,15
D000001958,Dr. Daniel Yeo,570,15
D000001959,Dr. Andrew Krishnan,570,20
D000001960,Dr. Steven Teo,570,30
D000001961,Dr. Rajesh Teo,570,15
D000001962,Dr. Robert Ng,571,15
D000001963,Dr. Grace Koh,571,15
D000001964,Dr. Benjamin Wong,572,15
D000001965,Dr. David Rahman,572,15
D000001966,Dr. Michelle Nair,572,15
D000001967,Dr. Michael Ali,572,30
D000001968,Dr. Ming Soh,573,15
D000001969,Dr. Robert Singh,573,15
D000001970,Dr. Robert Singh,573,15
D000001971,Dr. Andrew Rahman,573,15
D000001972,Dr. Kumar Hassan,573,15
D000001973,Dr. Linda Chua,574,20
D000001974,Dr. Grace Hassan,574,15
D000001975,Dr. Nicole Goh,574,15
D000001976,Dr. Rajesh Koh,575,15
D000001977,Dr. John Yap,575,15
D000001978,Dr. Mary Ng,576,15
D000001979,Dr. Emily Chong,576,15
D000001980,Dr. Emily Krishnan,577,20
D000001981,Dr. Ming Hassan,577,15
D000001982,Dr. Priya Krishnan,577,30
D000001983,Dr. Tan Yap,578,15
D000001984,Dr. Lee Chua,578,15
D000001985,Dr. Lee Goh,578,15
D000001986,Dr. Mary Ng,578,15
D000001987,Dr. Emily Rahman,579,15
D000001988,Dr. Kumar Lee,579,20
D000001989,Dr. Yan Singh,579,20
D000001990,Dr. Robert Yap,579,15
D000001991,Dr. Ong Chua,579,20
D000001992,Dr. Rajesh Nair,580,15
D000001993,Dr. Jessica Lim,580,15
D000001994,Dr. Steven Ang,580,30
D000001995,Dr. Rajesh Chong,581,30
D000001996,Dr. Chen Ali,581,15
D000001997,Dr. Sarah Chng,581,30
D000001998,Dr. Linda Lee,582,30
D000001999,Dr. Tan Chua,582,15
D000002000,Dr. Xin Chen,582,20
D000002001,Dr. Rajesh Chen,583,15
D000002002,Dr. Teo Chng,583,20
D000002003,Dr. John Hassan,583,30
D000002004,Dr. Rui Krishnan,583,15
D000002005,Dr. Jennifer Kumar,584,15
D000002006,Dr. Kumar Chng,584,30
D000002007,Dr. Wei Chua,585,15
D000002008,Dr. Linda Wong,585,15
D000002009,Dr. Rachel Tay,585,15
D000002010,Dr. David Chong,585,20
D000002011,Dr. Amanda Koh,586,15
D000002012,Dr. Ong Singh,586,15
D000002013,Dr. Emily Tay,586,15
D000002014,Dr. Li Chen,586,15
D000002015,Dr. Amanda Rahman,587,30
D000002016,Dr. Rajesh Wong,587,15
D000002017,Dr. Sarah Teo,587,15
D000002018,Dr. Kevin Yeo,587,15
D000002019,Dr. Robert Chen,587,15
D000002020,Dr. Rajesh Tan,588,15
D000002021,Dr. Rachel Yeo,588,20
D000002022,Dr. Jing Wong,589,15
D000002023,Dr. Xin Kumar,589,15
D000002024,Dr. Wei Chong,589,15
D000002025,Dr. Jing Singh,589,30
D000002026,Dr. Ong Yap,590,15
D000002027,Dr. Ming Tan,590,15
D000002028,Dr. Robert Yeo,590,15
D000002029,Dr. Wong Ng,591,15
D000002030,Dr. Jessica Yeo,591,15
D000002031,Dr. Wong Goh,591,15
D000002032,Dr. David Ng,591,15
D000002033,Dr. Yan Nair,591,15
D000002034,Dr. Michael Kumar,592,15
D000002035,Dr. Emily Krishnan,592,15
D000002036,Dr. John Krishnan,592,15
D000002037,Dr. Rachel Lim,592,15
D000002038,Dr. Wei Hassan,593,20
D000002039,Dr. Andrew Lim,593,30
D000002040,Dr. Kevin Chen,593,15
D000002041,Dr. Nicole Soh,594,15
D000002042,Dr. Ong Yeo,594,15
D000002043,Dr. Benjamin Yap,594,15
D000002044,Dr. Nicole Chong,594,15
D000002045,Dr. Xin Ng,595,15
D000002046,Dr. Nicole Yap,595,20
D000002047,Dr. Chen Soh,595,20
D000002048,Dr. Steven Soh,596,30
D000002049,Dr. Jennifer Kumar,596,15
D000002050,Dr. Daniel Tay,596,15
D000002051,Dr. Rachel Krishnan,596,15
D000002052,Dr. Daniel Lim,596,15
D000002053,Dr. Hui Ng,597,15
D000002054,Dr. Ming Ong,597,20
D000002055,Dr. Sarah Chua,598,15
D000002056,Dr. Lim Low,598,30
D000002057,Dr. Robert Low,598,15
D000002058,Dr. Li Koh,598,20
D000002059,Dr. Kumar Low,599,15
D000002060,Dr. Xin Tay,599,15
D000002061,Dr. Jennifer Low,599,15
D000002062,Dr. Emily Chng,600,15
D000002063,Dr. Jessica Teo,600,15
D000002064,Dr. Jennifer Soh,601,30
D000002065,Dr. Rachel Koh,601,15
D000002066,Dr. Priya Ho,601,15
D000002067,Dr. Jessica Ang,601,15
D000002068,Dr. Rajesh Chng,602,15
D000002069,Dr. Michelle Sim,602,15
D000002070,Dr. Kumar Koh,602,20
D000002071,Dr. Robert Ali,603,15
D000002072,Dr. Marcus Teo,603,15
D000002073,Dr. Ong Lim,603,15
D000002074,Dr. Emily Chen,603,15
D000002075,Dr. Lee Tay,604,20
D000002076,Dr. Ng Chong,604,30
D000002077,Dr. Rajesh Singh,604,20
D000002078,Dr. Tan Rahman,604,15
D000002079,Dr. Rachel Lee,604,20
D000002080,Dr. Rui Teo,605,20
D000002081,Dr. Teo Rahman,605,20
D000002082,Dr. Jennifer Tay,605,20
D000002083,Dr. Grace Hassan,605,15
D000002084,Dr. Kumar Ong,606,15
D000002085,Dr. Ng Hassan,606,30
D000002086,Dr. Michelle Yeo,606,15
D000002087,Dr. Marcus Chua,606,15
D000002088,Dr. David Krishnan,607,15
D000002089,Dr. Tan Yap,607,15
D000002090,Dr. Marcus Chen,607,15
D000002091,Dr. Ong Ng,608,15
D000002092,Dr. Ng Yeo,608,15
D000002093,Dr. Lee Yeo,609,15
D000002094,Dr. Kumar Kumar,609,15
D000002095,Dr. Daniel Chen,609,20
D000002096,Dr. Kevin Wong,610,15
D000002097,Dr. Wei Chong,610,15
D000002098,Dr. Jennifer Yap,610,20
D000002099,Dr. Goh Wong,610,15
D000002100,Dr. Kevin Singh,610,20
D000002101,Dr. Ong Lee,611,15
D000002102,Dr. Jennifer Chua,611,20
D000002103,Dr. Kumar Kumar,611,15
D000002104,Dr. Amanda Lim,612,15
D000002105,Dr. Michelle Krishnan,612,15
D000002106,Dr. Rui Yeo,613,30
D000002107,Dr. Emily Lee,613,15
D000002108,Dr. Teo Chng,614,15
D000002109,Dr. Ong Singh,614,15
D000002110,Dr. Jessica Ali,615,15
D000002111,Dr. Yan Teo,615,15
D000002112,Dr. Benjamin Lee,615,15
D000002113,Dr. Yan Nair,615,20
D000002114,Dr. Jennifer Chua,616,20
D000002115,Dr. Robert Hassan,616,30
D000002116,Dr. Michael Ali,617,15
D000002117,Dr. Robert Ng,617,30
D000002118,Dr. Benjamin Ng,617,15
D000002119,Dr. Rajesh Ho,618,15
D000002120,Dr. Jun Chng,618,30
D000002121,Dr. John Low,618,15
D000002122,Dr. Chen Ng,618,20
D000002123,Dr. Rui Soh,619,30
D000002124,Dr. Wei Chen,619,15
D000002125,Dr. Grace Ali,619,15
D000002126,Dr. Steven Hassan,619,15
D000002127,Dr. Andrew Ong,620,15
D000002128,Dr. Linda Rahman,620,30
D000002129,Dr. Marcus Tan,620,20
D000002130,Dr. Chen Nair,620,15
D000002131,Dr. Xin Ng,620,20
D000002132,Dr. Jessica Lim,621,15
D000002133,Dr. Xin Rahman,621,15
D000002134,Dr. Lim Chua,621,15
D000002135,Dr. John Tan,621,15
D000002136,Dr. Tan Nair,621,20
D000002137,Dr. Li Teo,622,15
D000002138,Dr. Amanda Wong,622,20
D000002139,Dr. Jun Ang,622,30
D000002140,Dr. Li Lim,622,15
D000002141,Dr. Rui Ng,623,15
D000002142,Dr. Rachel Goh,623,15
D000002143,Dr. Amanda Lim,624,20
D000002144,Dr. Amanda Sim,624,20
D000002145,Dr. Jun Singh,624,15
D000002146,Dr. Chen Tan,625,15
D000002147,Dr. Priya Low,625,15
D000002148,Dr. James Koh,625,30
D000002149,Dr. Kevin Chng,625,20
D000002150,Dr. Ming Ong,626,20
D000002151,Dr. Hui Goh,626,20
D000002152,Dr. Robert Lim,626,20
D000002153,Dr. Ong Ho,626,15
D000002154,Dr. Xin Ng,627,20
D000002155,Dr. Wong Tan,627,15
D000002156,Dr. Ng Ali,628,15
D000002157,Dr. Rajesh Singh,628,30
D000002158,Dr. Jessica Nair,628,15
D000002159,Dr. Marcus Ang,628,20
D000002160,Dr. Ming Tay,628,20
D000002161,Dr. Kumar Chong,629,20
D000002162,Dr. Emily Chua,629,15
D000002163,Dr. Tan Ali,629,15
D000002164,Dr. Jing Chua,629,15
D000002165,Dr. Jessica Ho,629,15
D000002166,Dr. Hui Krishnan,630,15
D000002167,Dr. Linda Chen,630,15
